claim_id,npi,provider_name,specialty,state,cpt_code,cpt_desc,icd10_code,diagnosis,place_of_service,year,tot_benes,tot_srvcs,avg_submitted_chrg,avg_allowed_amt,avg_paid_amt,avg_standardized_amt,payment_to_charge_ratio,is_anomaly
60EE0848,4304694579,Taylor,Gastroenterology,MA,80053,Comprehensive metabolic panel,K21.0,GERD with esophagitis,Emergency Dept,2021,375,965,75.49,42.32,35.26,36.28,0.4671,False
F36AF8ED,3817410486,Alvarez,Radiology,OH,27447,Total knee replacement,M17.11,"Primary osteoarthritis, right knee",Office,2023,6,18,8669.27,4768.26,3819.21,3774.05,0.4405,False
78C172A6,1500077677,Lawrence,Pulmonology,MO,85025,Complete blood count (CBC),M54.5,Low back pain,Inpatient Hospital,2021,341,812,26.8,9.11,7.3,7.83,0.2724,False
E8F539FB,0032042403,Herrera,Radiology,FL,99291,"Critical care, first 30-74 minutes",E11.9,Type 2 diabetes mellitus,Office,2020,253,539,662.91,317.04,291.16,306.19,0.4392,False
E2387B3B,8737939480,Dominguez,Internal Medicine,NY,74177,CT abdomen and pelvis with contrast,J06.9,Acute upper respiratory infection,Inpatient Hospital,2023,235,250,4155.44,1487.94,1152.99,1176.77,0.2775,False
C254032D,2657757971,Rogers,Internal Medicine,IL,80053,Comprehensive metabolic panel,J18.9,"Pneumonia, unspecified",Outpatient Hospital,2022,353,360,39.8,23.64,19.78,18.76,0.497,False
6E16F945,1835730500,Swanson,Orthopedic Surgery,CA,85025,Complete blood count (CBC),N39.0,Urinary tract infection,Office,2021,413,780,58.0,34.98,32.75,29.98,0.5647,False
83EF8104,9386386855,Smith,Physical Therapy,FL,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Inpatient Hospital,2023,176,200,5141.79,2548.85,2365.41,2299.64,0.46,False
9D65355E,7051505068,Lawson,Gastroenterology,NJ,36415,Routine venipuncture,I25.10,Coronary artery disease,Inpatient Hospital,2020,406,711,24.11,7.39,5.99,6.37,0.2484,False
4311AAAB,6317364494,Vasquez,Pulmonology,NY,70553,MRI brain with contrast,J18.9,"Pneumonia, unspecified",Emergency Dept,2023,103,125,1670.0,766.92,720.27,683.94,0.4313,False
C211D640,3330155076,Ray,Internal Medicine,CA,85025,Complete blood count (CBC),M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2023,490,902,38.44,24.29,19.72,18.94,0.513,False
E0AA765C,2929536169,Glenn,Orthopedic Surgery,CA,45378,"Colonoscopy, diagnostic",I25.10,Coronary artery disease,Outpatient Hospital,2020,127,325,1415.41,516.61,434.15,399.06,0.3067,False
11AFD4C2,9758997204,Young,Psychiatry,MD,43239,Upper GI endoscopy with biopsy,J18.9,"Pneumonia, unspecified",Emergency Dept,2021,408,954,3446.15,2115.12,1693.11,1752.46,0.4913,False
1648A9D9,3997359198,Williams,Psychiatry,IL,71046,"Chest X-ray, 2 views",J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,395,1130,104.67,32.76,29.27,30.47,0.2796,False
853ADEE2,4890260860,Moore,General Surgery,IN,93306,Echocardiography with doppler,J06.9,Acute upper respiratory infection,Inpatient Hospital,2023,364,623,862.83,370.77,323.86,293.6,0.3753,False
3EFE473A,0985964752,Booker,General Surgery,VA,45378,"Colonoscopy, diagnostic",N39.0,Urinary tract infection,Outpatient Hospital,2020,379,516,2310.87,1104.45,922.09,877.35,0.399,False
7C268FD8,8661441289,Williams,Psychiatry,TX,27447,Total knee replacement,J18.9,"Pneumonia, unspecified",Outpatient Hospital,2021,36,77,20187.45,7124.85,5773.69,5402.57,0.286,False
4682E808,0364071929,Randall,Internal Medicine,WI,80053,Comprehensive metabolic panel,J18.9,"Pneumonia, unspecified",Inpatient Hospital,2020,352,939,31.9,11.73,11.06,11.93,0.3467,False
77A38195,5932999965,Costa,Gastroenterology,NJ,45378,"Colonoscopy, diagnostic",M54.5,Low back pain,Outpatient Hospital,2023,394,868,1434.9,841.26,771.74,787.95,0.5378,False
C959D6E6,1327006075,Summers,Neurology,NJ,99223,Initial hospital care - high complexity,M54.5,Low back pain,Inpatient Hospital,2023,171,417,617.07,215.98,195.21,190.81,0.3163,False
F55C9E0C,2680547036,Harper,Internal Medicine,NY,27447,Total knee replacement,K21.0,GERD with esophagitis,Outpatient Hospital,2022,290,778,16671.71,5859.49,5178.71,5494.13,0.3106,False
9C0ACA5F,4127177614,Ellis,Psychiatry,GA,45378,"Colonoscopy, diagnostic",J06.9,Acute upper respiratory infection,Emergency Dept,2023,73,92,1432.72,589.57,456.52,437.05,0.3186,False
A023036B,7683448848,Mcmillan,Neurology,NY,99285,Emergency dept visit - high complexity,I25.10,Coronary artery disease,Inpatient Hospital,2023,277,878,1140.55,494.84,409.72,450.18,0.3592,False
D5F4077E,6495256719,Santos,Gastroenterology,IL,90837,"Psychotherapy, 60 minutes",I10,Essential hypertension,Inpatient Hospital,2020,282,505,294.42,167.02,142.87,149.85,0.4853,False
711F5F05,1098928410,Cruz,Emergency Medicine,TN,36415,Routine venipuncture,I10,Essential hypertension,Office,2022,429,656,35.73,17.55,13.2,12.88,0.3694,False
C691404A,9346572574,Berg,Physical Therapy,MA,85025,Complete blood count (CBC),N39.0,Urinary tract infection,Outpatient Hospital,2022,421,1285,72.91,34.26,27.97,27.26,0.3836,False
A9E29861,3398354575,Jones,Family Practice,IL,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Office,2020,114,198,3895.1,2080.86,1733.99,1897.41,0.4452,False
5D9107DA,6964833898,Allen,Gastroenterology,MD,29881,Knee arthroscopy with meniscectomy,I25.10,Coronary artery disease,Inpatient Hospital,2020,126,260,6384.92,3976.72,3754.94,3428.62,0.5881,True
67448489,2842504821,Hobbs,General Surgery,GA,80053,Comprehensive metabolic panel,E11.9,Type 2 diabetes mellitus,Emergency Dept,2023,491,574,66.04,27.59,25.18,24.84,0.3813,False
6D6C785D,9247916747,Gutierrez,Pulmonology,MA,80053,Comprehensive metabolic panel,J18.9,"Pneumonia, unspecified",Office,2023,28,97,74.72,36.6,29.48,29.84,0.3945,False
ADC9682F,4742976504,Ramirez,Gastroenterology,MD,80053,Comprehensive metabolic panel,J18.9,"Pneumonia, unspecified",Inpatient Hospital,2023,207,414,57.24,26.54,22.72,20.62,0.3969,False
6E602EEB,9605914528,Powell,Orthopedic Surgery,CA,45378,"Colonoscopy, diagnostic",K21.0,GERD with esophagitis,Emergency Dept,2020,258,452,2163.67,1154.35,910.65,832.87,0.4209,False
45CE3F23,5953296530,Chambers,Physical Therapy,MI,99223,Initial hospital care - high complexity,M54.5,Low back pain,Office,2022,135,385,649.7,402.43,338.65,322.62,0.5212,False
AE44AA8A,5785757658,Calhoun,Neurology,MO,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Outpatient Hospital,2020,346,475,6529.26,2953.74,2350.7,2491.78,0.36,False
A7EA8476,2778745482,Martin,Orthopedic Surgery,WA,31622,"Bronchoscopy, diagnostic",K21.0,GERD with esophagitis,Outpatient Hospital,2021,7,23,4338.82,1324.18,1045.05,1137.39,0.2409,False
97F667E7,0296760823,Mccormick,Psychiatry,WI,93306,Echocardiography with doppler,J06.9,Acute upper respiratory infection,Emergency Dept,2022,459,822,1706.05,681.05,611.99,616.96,0.3587,False
C5A9F8DB,1746476093,Jackson,Orthopedic Surgery,PA,71046,"Chest X-ray, 2 views",N39.0,Urinary tract infection,Inpatient Hospital,2022,166,269,190.26,94.94,76.49,81.98,0.402,False
9C6F1953,8885723205,Page,Radiology,CA,45378,"Colonoscopy, diagnostic",J06.9,Acute upper respiratory infection,Inpatient Hospital,2021,107,120,1714.99,660.03,579.22,589.86,0.3377,False
A17C7354,9380910974,Aguirre,Family Practice,OH,31622,"Bronchoscopy, diagnostic",M54.5,Low back pain,Emergency Dept,2020,328,888,3162.48,1193.76,1100.22,1166.16,0.3479,False
5D9BFCED,1883698499,Pollard,Emergency Medicine,TX,97110,Therapeutic exercise,E11.9,Type 2 diabetes mellitus,Emergency Dept,2020,68,74,99.06,41.06,34.57,36.27,0.349,False
0A24F6ED,6468440920,Wright,Internal Medicine,AZ,74177,CT abdomen and pelvis with contrast,M54.5,Low back pain,Outpatient Hospital,2020,34,80,4254.85,2380.95,2250.14,2429.35,0.5288,False
9A4E8281,6199109813,Alvarez,Psychiatry,AZ,27447,Total knee replacement,J06.9,Acute upper respiratory infection,Inpatient Hospital,2022,336,364,23815.53,14537.75,12644.84,12071.89,0.5309,False
83283430,4394661895,Reynolds,Neurology,FL,90837,"Psychotherapy, 60 minutes",E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2020,90,296,295.69,116.48,101.56,101.48,0.3435,False
594F9048,1320075780,Branch,Gastroenterology,MD,71046,"Chest X-ray, 2 views",N39.0,Urinary tract infection,Office,2020,153,176,129.98,70.31,55.42,58.41,0.4264,False
410D010A,1253165012,Reynolds,Emergency Medicine,PA,74177,CT abdomen and pelvis with contrast,N39.0,Urinary tract infection,Outpatient Hospital,2022,43,50,2597.47,1253.57,1017.41,999.93,0.3917,False
CE86FC54,5262806673,Phelps,Neurology,CA,27447,Total knee replacement,E11.9,Type 2 diabetes mellitus,Office,2022,226,356,24163.52,11848.13,9485.14,8602.63,0.3925,False
9AD5D5A3,1250523523,Miller,Cardiology,GA,99214,"Office visit - established patient, moderate complexity",E11.9,Type 2 diabetes mellitus,Office,2021,172,398,257.77,111.77,97.79,95.11,0.3794,False
CC6CC438,4815037137,Anderson,Pulmonology,MO,43239,Upper GI endoscopy with biopsy,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2021,39,49,2120.54,918.56,811.19,748.37,0.3825,False
A60F5145,1067020737,Torres,Emergency Medicine,PA,31622,"Bronchoscopy, diagnostic",J06.9,Acute upper respiratory infection,Emergency Dept,2022,266,722,4783.46,2218.42,2038.71,2086.19,0.4262,False
BD8E99C6,5148570267,Rowe,Psychiatry,TN,43239,Upper GI endoscopy with biopsy,I25.10,Coronary artery disease,Outpatient Hospital,2023,441,1492,2430.91,833.9,785.42,788.04,0.3231,False
B682A7E8,3142203319,Green,Orthopedic Surgery,IL,71046,"Chest X-ray, 2 views",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2021,388,396,78.49,31.63,24.35,24.51,0.3102,False
7A0F475C,2992727031,Thompson,Family Practice,GA,29881,Knee arthroscopy with meniscectomy,K21.0,GERD with esophagitis,Inpatient Hospital,2020,449,733,4447.4,1792.18,1540.89,1525.75,0.3465,False
D6E8A6F6,3686363574,Wyatt,Gastroenterology,NC,93306,Echocardiography with doppler,J18.9,"Pneumonia, unspecified",Inpatient Hospital,2022,327,752,1257.59,614.56,510.68,505.61,0.4061,False
B00B5055,4181254395,Mcdonald,Internal Medicine,FL,29881,Knee arthroscopy with meniscectomy,K21.0,GERD with esophagitis,Outpatient Hospital,2022,399,1381,2438.67,1500.28,1148.92,1064.26,0.4711,False
06905B3D,5950480390,Jackson,Internal Medicine,IN,71046,"Chest X-ray, 2 views",M54.5,Low back pain,Inpatient Hospital,2022,187,259,177.41,74.1,64.78,59.65,0.3651,False
4A3410DF,4480483367,Brooks,Orthopedic Surgery,OH,71046,"Chest X-ray, 2 views",J06.9,Acute upper respiratory infection,Inpatient Hospital,2021,300,444,117.74,38.01,34.41,32.73,0.2923,False
C37A717E,9059957205,Roberts,Gastroenterology,WA,99291,"Critical care, first 30-74 minutes",J18.9,"Pneumonia, unspecified",Emergency Dept,2021,353,714,1054.91,498.91,425.56,435.21,0.4034,False
55A909F7,5585738616,Aguilar,Physical Therapy,MD,85025,Complete blood count (CBC),J06.9,Acute upper respiratory infection,Emergency Dept,2022,63,219,37.91,12.66,10.14,9.71,0.2675,False
E42E050E,8118419768,White,Orthopedic Surgery,OH,99214,"Office visit - established patient, moderate complexity",I10,Essential hypertension,Outpatient Hospital,2021,336,356,265.65,127.87,117.1,109.07,0.4408,False
A20937BB,3243911506,White,Family Practice,AZ,74177,CT abdomen and pelvis with contrast,F32.1,Major depressive disorder,Emergency Dept,2022,351,422,1530.61,532.88,470.33,490.28,0.3073,False
43C817A3,3519990788,Blake,General Surgery,AZ,45378,"Colonoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Office,2021,499,1471,2734.32,1613.9,1297.36,1248.46,0.4745,False
3F88884A,7489265261,Jones,Gastroenterology,MD,74177,CT abdomen and pelvis with contrast,J18.9,"Pneumonia, unspecified",Office,2023,134,303,3110.15,1264.42,1002.09,983.78,0.3222,False
D8EFDDE8,7139505379,Medina,Emergency Medicine,PA,97110,Therapeutic exercise,I10,Essential hypertension,Office,2020,215,318,75.94,37.58,30.3,31.57,0.399,False
5D7EC671,3992794226,Mason,Pulmonology,AZ,99214,"Office visit - established patient, moderate complexity",I10,Essential hypertension,Emergency Dept,2020,326,976,315.84,125.82,117.67,112.14,0.3726,False
A2183276,3311070112,Romero,Gastroenterology,FL,90837,"Psychotherapy, 60 minutes",I25.10,Coronary artery disease,Office,2022,218,706,101.97,48.97,43.15,46.61,0.4232,False
C2181E97,4212609075,Gross,Family Practice,AZ,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Outpatient Hospital,2023,56,95,2864.78,1531.81,1247.4,1218.81,0.4354,False
EA884F4D,9154721041,Williams,General Surgery,OH,93306,Echocardiography with doppler,N39.0,Urinary tract infection,Inpatient Hospital,2022,360,980,955.07,350.22,316.21,307.82,0.3311,False
D72C5F08,0632841043,Moore,Psychiatry,CA,99291,"Critical care, first 30-74 minutes",K21.0,GERD with esophagitis,Inpatient Hospital,2021,10,21,1036.89,634.6,505.28,490.98,0.4873,False
4A6B6BCD,8302933723,Mcintosh,Physical Therapy,AZ,99285,Emergency dept visit - high complexity,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2021,273,417,858.85,385.03,359.06,377.69,0.4181,False
A40188FD,5908212241,Moore,Neurology,PA,90837,"Psychotherapy, 60 minutes",K21.0,GERD with esophagitis,Emergency Dept,2022,462,1373,287.15,159.28,143.04,140.84,0.4981,False
70FC1646,2826023480,Brown,General Surgery,TN,85025,Complete blood count (CBC),F32.1,Major depressive disorder,Office,2023,70,131,58.2,17.51,14.08,15.08,0.2419,False
4C46E9A0,0249043720,Parker,Neurology,CA,70553,MRI brain with contrast,I25.10,Coronary artery disease,Outpatient Hospital,2021,407,859,2133.04,1381.69,1079.02,1039.73,0.5059,False
79F24E2C,4858520433,Jensen,General Surgery,TX,71046,"Chest X-ray, 2 views",I10,Essential hypertension,Outpatient Hospital,2022,63,205,79.11,29.09,22.27,21.79,0.2815,False
CA372C35,0384431087,Michael,Physical Therapy,VA,45378,"Colonoscopy, diagnostic",E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2020,395,1114,2363.67,1174.4,950.91,1040.72,0.4023,False
CCB0713D,6011561270,Berger,Emergency Medicine,NJ,29881,Knee arthroscopy with meniscectomy,M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2020,399,1048,2809.79,900.59,804.72,857.08,0.2864,False
6BFDA219,1287788703,Johnston,Internal Medicine,MD,74177,CT abdomen and pelvis with contrast,M17.11,"Primary osteoarthritis, right knee",Office,2022,433,827,4990.38,2226.29,1949.9,1902.86,0.3907,False
55A8DA64,4425524966,Bartlett,Internal Medicine,FL,45378,"Colonoscopy, diagnostic",K21.0,GERD with esophagitis,Outpatient Hospital,2023,274,416,2369.31,1527.58,1424.36,1448.27,0.6012,True
3C30DBB3,9232744778,Patel,Physical Therapy,GA,99213,"Office visit - established patient, low complexity",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2020,353,885,151.15,71.48,54.49,51.17,0.3605,False
27E0A22F,7711556736,Perry,Neurology,CA,99214,"Office visit - established patient, moderate complexity",K21.0,GERD with esophagitis,Inpatient Hospital,2021,119,319,336.84,138.24,127.44,114.75,0.3783,False
C16E8556,4247619209,Morgan,Emergency Medicine,WI,99214,"Office visit - established patient, moderate complexity",M54.5,Low back pain,Emergency Dept,2021,129,375,321.82,110.79,90.9,95.51,0.2825,False
AA0322E1,2267165319,Bennett,Pulmonology,PA,85025,Complete blood count (CBC),N39.0,Urinary tract infection,Office,2021,470,704,24.24,11.35,10.01,9.55,0.413,False
68BCBC0F,2092534157,Sanchez,Internal Medicine,MI,90837,"Psychotherapy, 60 minutes",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2022,133,423,134.86,43.27,39.25,37.28,0.291,False
5DBEAF2B,6957097291,Anderson,Psychiatry,TN,93306,Echocardiography with doppler,I25.10,Coronary artery disease,Inpatient Hospital,2023,275,746,1067.14,566.25,512.48,506.56,0.4802,False
2AD0665F,6224586959,Adams,Orthopedic Surgery,NY,80053,Comprehensive metabolic panel,J06.9,Acute upper respiratory infection,Office,2020,183,270,26.02,14.95,12.43,11.28,0.4777,False
62457C35,5286082234,Blair,General Surgery,MA,99291,"Critical care, first 30-74 minutes",N39.0,Urinary tract infection,Emergency Dept,2023,5,8,751.44,410.87,312.36,335.71,0.4157,False
4D1DEB60,3821652839,Reyes,Family Practice,OH,99213,"Office visit - established patient, low complexity",J06.9,Acute upper respiratory infection,Office,2020,266,582,146.18,64.15,52.97,52.22,0.3624,False
6B7BB08A,2904729156,Carter,Physical Therapy,WA,97110,Therapeutic exercise,M17.11,"Primary osteoarthritis, right knee",Office,2022,448,1337,53.96,16.97,14.34,15.52,0.2658,False
F9EF364F,4496774315,Sullivan,Psychiatry,NY,45378,"Colonoscopy, diagnostic",J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,12,19,1412.29,915.42,767.21,780.95,0.5432,False
FF095070,4069203650,Moon,Orthopedic Surgery,NJ,99232,"Subsequent hospital care, per day",K21.0,GERD with esophagitis,Office,2022,137,240,234.4,149.94,123.1,120.46,0.5252,False
AB0EE32F,0587639473,Burke,Radiology,MD,99232,"Subsequent hospital care, per day",N39.0,Urinary tract infection,Inpatient Hospital,2022,422,682,254.11,117.24,97.5,105.21,0.3837,False
36EAB841,8534758812,Watkins,Physical Therapy,CA,36415,Routine venipuncture,I10,Essential hypertension,Outpatient Hospital,2020,425,1361,23.84,10.1,7.87,7.3,0.3301,False
A7296F10,2564886085,Khan,General Surgery,PA,99214,"Office visit - established patient, moderate complexity",J18.9,"Pneumonia, unspecified",Outpatient Hospital,2023,126,350,157.46,66.1,59.02,60.52,0.3748,False
0691E8D1,2983185269,Mcmillan,Psychiatry,MO,93306,Echocardiography with doppler,F32.1,Major depressive disorder,Inpatient Hospital,2023,456,959,1962.04,740.76,623.51,651.67,0.3178,False
6123F686,2606964420,Hall,Pulmonology,TX,99291,"Critical care, first 30-74 minutes",F32.1,Major depressive disorder,Emergency Dept,2022,348,875,561.07,296.29,253.23,245.24,0.4513,False
FA0D756C,1091696882,Watts,Cardiology,MA,80053,Comprehensive metabolic panel,N39.0,Urinary tract infection,Inpatient Hospital,2020,323,885,72.74,43.65,38.08,37.97,0.5235,False
3FF3D9A2,7935107216,Mcdonald,Pulmonology,NJ,29881,Knee arthroscopy with meniscectomy,J06.9,Acute upper respiratory infection,Inpatient Hospital,2023,226,366,2098.34,1031.24,965.19,1012.98,0.46,False
6EC8AC69,7169472592,Ross,Emergency Medicine,TX,45378,"Colonoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2022,9,19,2870.45,1248.57,1120.59,1174.19,0.3904,False
C356473F,8502870876,Williams,Gastroenterology,FL,93306,Echocardiography with doppler,I25.10,Coronary artery disease,Outpatient Hospital,2020,451,840,2457.28,1544.75,1393.98,1490.89,0.5673,False
FD1DFC0B,8196132004,Edwards,Family Practice,NJ,80053,Comprehensive metabolic panel,K21.0,GERD with esophagitis,Outpatient Hospital,2022,320,942,57.51,22.0,19.57,19.56,0.3403,False
C9ADBE08,9601684950,Hunt,Gastroenterology,MA,70553,MRI brain with contrast,I25.10,Coronary artery disease,Emergency Dept,2021,481,1267,2353.81,997.9,873.13,901.17,0.3709,False
7BA13569,8418207036,Smith,Internal Medicine,CA,97110,Therapeutic exercise,M54.5,Low back pain,Office,2021,421,1035,127.23,45.28,38.47,38.77,0.3024,False
283AFD67,7333426901,Cameron,Psychiatry,TN,31622,"Bronchoscopy, diagnostic",I10,Essential hypertension,Emergency Dept,2021,86,155,2699.07,889.54,746.23,802.02,0.2765,False
94A32D6E,3018150768,Brewer,Radiology,PA,71046,"Chest X-ray, 2 views",J18.9,"Pneumonia, unspecified",Office,2022,296,1010,163.13,50.17,43.52,39.58,0.2668,False
4C0EA965,5029165328,Thomas,Orthopedic Surgery,FL,90837,"Psychotherapy, 60 minutes",J06.9,Acute upper respiratory infection,Inpatient Hospital,2022,433,829,143.14,87.61,73.25,68.23,0.5117,False
7E808E8B,9950578707,Ayers,Radiology,PA,31622,"Bronchoscopy, diagnostic",N39.0,Urinary tract infection,Emergency Dept,2022,381,629,4556.89,2168.89,1696.19,1544.14,0.3722,False
4C0EE5BD,6383958598,Monroe,Family Practice,GA,71046,"Chest X-ray, 2 views",J18.9,"Pneumonia, unspecified",Emergency Dept,2023,290,453,99.77,63.31,54.54,57.76,0.5467,False
5B79425B,8269799455,Diaz,General Surgery,MA,99232,"Subsequent hospital care, per day",I10,Essential hypertension,Outpatient Hospital,2021,269,734,175.58,85.56,75.77,74.85,0.4315,False
50C2C010,3263346948,Garcia,Neurology,AZ,99223,Initial hospital care - high complexity,I25.10,Coronary artery disease,Outpatient Hospital,2023,379,961,717.6,406.13,324.19,335.02,0.4518,False
C77141EB,8508074523,Davis,Family Practice,MD,90837,"Psychotherapy, 60 minutes",K21.0,GERD with esophagitis,Inpatient Hospital,2020,44,89,206.68,100.67,76.58,74.27,0.3705,False
BF1181E4,9610342812,Frost,Cardiology,PA,99213,"Office visit - established patient, low complexity",E11.9,Type 2 diabetes mellitus,Emergency Dept,2022,357,833,247.14,116.06,103.83,107.35,0.4201,False
BB163630,7684309663,Hall,Emergency Medicine,WA,99214,"Office visit - established patient, moderate complexity",I25.10,Coronary artery disease,Emergency Dept,2020,241,602,344.79,206.28,163.04,160.15,0.4729,False
3C4463C2,5579627557,Jimenez,Cardiology,TN,85025,Complete blood count (CBC),E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2022,385,964,69.08,22.14,16.8,17.65,0.2432,False
C91A5BEE,9478800677,Jones,Emergency Medicine,TX,99223,Initial hospital care - high complexity,J18.9,"Pneumonia, unspecified",Outpatient Hospital,2021,83,273,783.32,418.75,363.83,360.13,0.4645,False
4D90A780,2142682912,Johnson,Emergency Medicine,PA,43239,Upper GI endoscopy with biopsy,E11.9,Type 2 diabetes mellitus,Office,2021,27,79,3217.28,1199.88,1072.06,1002.61,0.3332,False
5181EA6E,2790013216,Hopkins,Gastroenterology,VA,99223,Initial hospital care - high complexity,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2023,144,318,791.52,311.38,270.61,284.41,0.3419,False
67525B0B,9434437437,Ray,Family Practice,FL,80053,Comprehensive metabolic panel,M54.5,Low back pain,Inpatient Hospital,2022,52,167,29.92,9.25,8.54,7.77,0.2854,False
AE061838,6257664875,Lewis,Internal Medicine,CA,45378,"Colonoscopy, diagnostic",J06.9,Acute upper respiratory infection,Emergency Dept,2021,264,705,2482.38,1138.65,1016.6,925.96,0.4095,False
8A5F4B88,5532656005,Pollard,Cardiology,MA,27447,Total knee replacement,K21.0,GERD with esophagitis,Outpatient Hospital,2022,200,562,16663.63,9947.64,9259.92,10063.19,0.5557,False
C05EF1CD,1927621818,Garcia,Emergency Medicine,AZ,71046,"Chest X-ray, 2 views",K21.0,GERD with esophagitis,Inpatient Hospital,2021,275,882,157.53,81.43,73.84,72.01,0.4687,False
EC651751,9635090188,Miller,Gastroenterology,MD,99223,Initial hospital care - high complexity,J18.9,"Pneumonia, unspecified",Emergency Dept,2020,88,137,773.56,319.91,291.67,268.6,0.377,False
E199C896,8885766217,Mueller,General Surgery,MA,85025,Complete blood count (CBC),I25.10,Coronary artery disease,Emergency Dept,2023,78,124,74.97,34.92,32.0,32.44,0.4268,False
503A33A8,1958344305,Galloway,Neurology,WI,99214,"Office visit - established patient, moderate complexity",K21.0,GERD with esophagitis,Office,2023,71,112,293.01,139.78,120.14,109.97,0.41,False
C05C2E84,9871687399,Alvarez,Orthopedic Surgery,TX,36415,Routine venipuncture,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2023,103,243,30.57,14.71,13.5,13.03,0.4416,False
0626903E,8264386359,Mcbride,Gastroenterology,MO,97110,Therapeutic exercise,K21.0,GERD with esophagitis,Office,2021,434,980,94.57,45.24,35.02,32.4,0.3703,False
FC49BCE2,1125335910,Cervantes,Cardiology,MO,27447,Total knee replacement,F32.1,Major depressive disorder,Inpatient Hospital,2022,363,376,14820.4,5620.81,4888.8,4706.8,0.3299,False
C53E635F,6382373343,Cooper,Physical Therapy,IL,29881,Knee arthroscopy with meniscectomy,F32.1,Major depressive disorder,Outpatient Hospital,2023,447,1303,2572.35,1204.82,1142.59,1142.49,0.4442,False
E5D6E16E,1652536671,Tapia,Cardiology,FL,70553,MRI brain with contrast,I10,Essential hypertension,Inpatient Hospital,2022,198,285,3926.21,2013.89,1876.28,2057.49,0.4779,False
F71B70CA,0830237823,Serrano,Orthopedic Surgery,PA,99291,"Critical care, first 30-74 minutes",J06.9,Acute upper respiratory infection,Office,2022,156,415,766.23,389.9,304.83,326.86,0.3978,False
F5C645EA,8880972732,Ramirez,Radiology,MA,90837,"Psychotherapy, 60 minutes",E11.9,Type 2 diabetes mellitus,Emergency Dept,2022,380,1111,269.23,89.96,75.91,74.73,0.282,False
B2F0443F,1740448900,Lawson,Family Practice,WI,74177,CT abdomen and pelvis with contrast,F32.1,Major depressive disorder,Inpatient Hospital,2021,489,1228,4560.0,2143.59,1999.07,1927.92,0.4384,False
D351A08C,3631556206,Martin,Cardiology,OH,45378,"Colonoscopy, diagnostic",M54.5,Low back pain,Inpatient Hospital,2022,307,613,3323.0,1148.68,1067.37,1100.39,0.3212,False
EE5E66E1,0714700797,Salas,General Surgery,WA,27447,Total knee replacement,N39.0,Urinary tract infection,Inpatient Hospital,2023,374,1063,24961.98,10793.66,8974.3,8394.69,0.3595,False
0C15DF17,2136385118,Rodriguez,Pulmonology,IL,93306,Echocardiography with doppler,F32.1,Major depressive disorder,Outpatient Hospital,2022,444,494,2021.88,1121.02,879.05,910.23,0.4348,False
BB9FFE3C,4955085449,Hughes,Internal Medicine,NC,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Office,2021,308,563,5445.86,3025.92,2871.76,2891.72,0.5273,False
35A37731,0789213084,Nichols,Family Practice,PA,43239,Upper GI endoscopy with biopsy,E11.9,Type 2 diabetes mellitus,Emergency Dept,2022,72,240,1360.51,771.49,620.7,668.31,0.4562,False
2C8D6D4A,6554328210,Reed,Internal Medicine,MA,74177,CT abdomen and pelvis with contrast,I10,Essential hypertension,Office,2020,493,1481,4012.22,1995.88,1860.1,1703.17,0.4636,False
93E25053,3889842737,Hall,General Surgery,MA,99285,Emergency dept visit - high complexity,I25.10,Coronary artery disease,Emergency Dept,2022,283,962,1906.18,802.56,699.08,739.96,0.3667,False
96D02363,1675397511,Herrera,Physical Therapy,OH,27447,Total knee replacement,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2020,469,1205,11207.73,6561.13,5484.46,5490.68,0.4893,False
CC61170B,2979111466,Wilkinson,General Surgery,IN,70553,MRI brain with contrast,M54.5,Low back pain,Emergency Dept,2022,115,187,3939.4,1569.92,1453.45,1462.93,0.369,False
DAAD4F3F,9345641158,Anderson,Cardiology,MD,43239,Upper GI endoscopy with biopsy,J06.9,Acute upper respiratory infection,Inpatient Hospital,2022,332,424,2205.08,891.38,693.56,707.64,0.3145,False
